poll_id,numeric_grade,methodology,transparency_score,end_date,sample_size,pollster_name,state,pct,duration,num_trump
88766,2.5,Mixed Voting,8,2024-08-11,3358,Muhlenberg College Institute of Public Opinion,Vermont,36,183,1208
88259,3.9,Online Panel,7,2024-09-05,655,YouGov/Center for Working Class Politics,Vermont,39.5,190,259
88626,2.7,Mixed Voting,9,2024-08-13,977,Christopher Newport University Wason Center for Civic Leadership,Tennessee,46.8,139,458
88169,3.6,Online Panel,9,2024-08-22,2930,Data Orbital,Idaho,41.9,185,1227
88728,3.8,Online Ad,7,2024-09-26,350,Remington Research Group,Rhode Island,38.3,96,134
88870,3.7,Online Panel,7,2024-08-04,2247,YouGov,Virginia,43.4,113,975
88331,3.3,Live Phone,4,2024-09-18,3328,YouGov Blue,Kansas,52.9,147,1760
88116,3.2,Online Panel,7,2024-08-08,1620,CNN/SSRS,Michigan,35.4,96,573
88473,3.1,Online Ad,10,2024-09-09,1257,University of California Berkeley Institute of Governmental Studies,South Carolina,46.8,199,588
88829,3.8,Online Panel,7,2024-09-25,1722,SurveyUSA/High Point University Survey Research Center,California,41.1,160,708
88044,3.3,Online Panel,8,2024-08-02,1634,Siena College,Delaware,53.9,177,880
88290,3.1,Online Panel,5,2024-09-11,3303,University of Massachusetts Lowell Center for Public Opinion/YouGov,Nevada,49.1,196,1620
88395,4,Online Panel,9,2024-08-05,2160,Marquette University Law School,North Dakota,41.8,165,902
88358,2.5,Online Panel,10,2024-08-15,3330,AtlasIntel,Nebraska,41.9,136,1394
88379,2.8,Live Phone,9,2024-10-29,1778,SurveyUSA/High Point University Survey Research Center,Texas,47.4,138,843
88179,3.8,Online Ad,8,2024-10-22,3434,University of North Florida Public Opinion Research Lab,Wyoming,45.8,120,1574
88652,3.9,Mixed Voting,5,2024-08-14,1241,SurveyUSA/High Point University Survey Research Center,Hawaii,52.1,168,647
88114,4,Online Ad,4,2024-10-19,1059,Emerson College,Maine,46.7,139,495
88461,3,Online Ad,4,2024-08-12,1415,University of California Berkeley Institute of Governmental Studies,Arkansas,39.7,173,561
88093,4,Online Ad,8,2024-10-27,2877,Quinnipiac University,Georgia,49.5,148,1424
88934,2.5,Online Ad,6,2024-09-28,955,Siena College,Illinois,49.7,186,474
88748,2.6,Online Panel,10,2024-09-22,3344,YouGov Blue,Tennessee,43.9,152,1468
88238,3.5,Live Phone,7,2024-07-17,1890,East Carolina University Center for Survey Research,Hawaii,48.4,191,914
88203,3.6,Online Ad,7,2024-10-11,816,YouGov/Center for Working Class Politics,New York,50.8,189,414
88832,3.4,Live Phone,10,2024-07-18,1385,Suffolk University,Texas,54.3,126,752
88149,2.6,Online Panel,6,2024-10-09,502,MassINC Polling Group,California,54.2,175,272
88070,3.6,Online Ad,6,2024-10-13,1761,Emerson College,Wyoming,51.3,89,903
88883,3.4,Live Phone,6,2024-08-16,1622,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Connecticut,37.9,169,615
88848,2.6,Mixed Voting,6,2024-08-20,3237,SurveyUSA/High Point University Survey Research Center,South Carolina,43.3,145,1403
88643,3.7,Online Panel,9,2024-10-12,1182,CNN/SSRS,Texas,46.9,126,554
88930,3.7,Mixed Voting,4,2024-09-10,879,Elon University,Nevada,54.7,108,481
88044,2.8,Mixed Voting,8,2024-10-25,1892,University of Massachusetts Lowell Center for Public Opinion/YouGov,Texas,37.5,86,709
88305,3.2,Mixed Voting,4,2024-09-22,1297,University of California Berkeley Institute of Governmental Studies,Montana,54.5,113,707
88681,3.3,Online Ad,5,2024-09-28,2875,University of California Berkeley Institute of Governmental Studies,National,54.7,120,1573
88552,3.3,Online Ad,8,2024-08-05,1837,Public Policy Institute of California,Vermont,50,194,918
88385,3.9,Live Phone,7,2024-09-22,1073,YouGov,Texas,42.5,91,457
88907,3.1,Online Ad,7,2024-07-31,2558,High Point University Survey Research Center,Idaho,37.5,133,960
88434,3.9,Live Phone,10,2024-10-16,2950,University of North Florida Public Opinion Research Lab,Minnesota,43.9,140,1294
88664,2.6,Live Phone,6,2024-10-04,3262,Elon University,California,43.2,101,1408
88537,3,Online Panel,9,2024-08-08,481,Selzer & Co.,New York,42.1,149,203
88197,3.7,Online Ad,4,2024-08-27,2908,University of North Florida Public Opinion Research Lab,Hawaii,53.4,192,1554
88821,2.9,Online Panel,6,2024-07-30,1276,University of New Hampshire Survey Center,California,39.1,125,499
88275,3.1,Online Ad,9,2024-08-24,2205,Selzer & Co.,Oregon,39.4,167,869
88987,3.6,Online Ad,10,2024-09-01,1921,Remington Research Group,Vermont,54.7,163,1050
88329,2.6,Mixed Voting,6,2024-09-28,1514,Marist College,Mississippi,41.6,151,631
88195,3.1,Online Panel,5,2024-08-18,2438,Elon University,Wisconsin,39.8,124,971
88676,2.9,Online Panel,4,2024-10-30,948,AtlasIntel,Montana,53.9,114,511
88255,3.7,Mixed Voting,4,2024-10-20,3403,University of Massachusetts Lowell Center for Public Opinion/YouGov,North Carolina,44.2,179,1503
88278,3.4,Online Ad,9,2024-08-18,1403,The Washington Post/George Mason University Schar School of Policy and Government,Vermont,48.5,91,681
88903,2.5,Online Panel,6,2024-08-13,370,Muhlenberg College Institute of Public Opinion,Louisiana,45.1,123,167
88306,2.7,Online Ad,6,2024-08-14,979,University of California Berkeley Institute of Governmental Studies,Rhode Island,41.3,115,404
88554,3.5,Live Phone,5,2024-07-27,2446,The Washington Post/George Mason University Schar School of Policy and Government,Kansas,44.8,136,1096
88373,3.3,Mixed Voting,10,2024-07-31,2054,The Washington Post,Connecticut,46.3,143,951
88576,3.6,Online Ad,9,2024-08-06,1637,Suffolk University,Texas,35.8,133,587
88368,2.9,Online Ad,5,2024-10-27,1487,The Washington Post,Wyoming,54.8,132,815
88971,3.4,Mixed Voting,7,2024-09-03,3050,AtlasIntel,Tennessee,40,153,1219
88026,3.7,Online Panel,5,2024-08-22,2631,SurveyUSA,North Carolina,44.1,150,1161
88031,2.9,Online Panel,7,2024-08-10,2168,Marist College,New Hampshire,44.7,200,970
88856,4,Mixed Voting,9,2024-08-19,2284,Public Policy Institute of California,Maine,47.7,193,1090
88865,3.4,Online Ad,7,2024-08-26,484,Data Orbital,Illinois,53.7,145,260
88920,2.5,Online Ad,7,2024-07-30,3218,Siena College,South Carolina,51.5,117,1658
88579,3.1,Online Ad,4,2024-07-26,2751,East Carolina University Center for Survey Research,New Hampshire,46.5,125,1280
88169,3,Online Ad,10,2024-10-28,2339,SurveyUSA,Louisiana,38.7,107,905
88976,3.2,Online Ad,5,2024-09-22,849,Marist College,Pennsylvania,48.5,175,412
88082,2.5,Online Panel,5,2024-08-17,382,University of New Hampshire Survey Center,Missouri,54.2,159,207
88217,3.6,Live Phone,7,2024-10-31,1852,YouGov Blue,Washington,46.8,135,866
88417,3.8,Mixed Voting,8,2024-10-06,1548,Roanoke College Institute for Policy and Opinion Research,Ohio,37.8,157,586
88322,2.6,Mixed Voting,4,2024-07-29,1539,Quinnipiac University,Mississippi,45.3,123,697
88913,2.8,Live Phone,5,2024-10-08,616,Public Policy Institute of California,Oklahoma,39.7,138,245
88705,3.1,Live Phone,8,2024-08-31,2449,Elon University,Oklahoma,37.1,132,907
88549,2.7,Online Ad,6,2024-10-11,600,Elon University,Florida,40.9,150,245
88839,3.3,Mixed Voting,8,2024-07-18,1462,Winthrop University Center for Public Opinion & Policy Research,Nebraska,45,99,657
88183,3.7,Live Phone,10,2024-08-10,2106,SurveyUSA,West Virginia,43.5,167,916
88990,3.8,Online Ad,7,2024-08-30,740,YouGov,Indiana,43.4,132,321
88461,3,Online Ad,5,2024-08-02,759,High Point University Survey Research Center,Hawaii,42.7,171,324
88014,3.7,Mixed Voting,6,2024-09-12,392,Suffolk University,North Carolina,36.3,122,142
88043,3.7,Live Phone,5,2024-08-22,2982,Mason-Dixon Polling & Strategy,Illinois,44.2,137,1317
88501,2.6,Mixed Voting,9,2024-08-09,1642,YouGov/Center for Working Class Politics,New Mexico,40.5,162,665
88050,3.3,Online Panel,4,2024-08-09,2042,SurveyUSA,South Dakota,53.6,113,1094
88730,3.5,Mixed Voting,8,2024-09-02,1698,MassINC Polling Group,California,50.2,181,853
88590,2.8,Online Ad,5,2024-08-17,649,Data Orbital,Florida,36.6,104,237
88089,3.9,Online Ad,7,2024-07-17,1024,University of Massachusetts Lowell Center for Public Opinion/YouGov,Delaware,46.9,128,481
88275,2.7,Online Ad,6,2024-08-29,1297,Marist College,Nebraska,40.5,169,525
88222,3.8,Online Ad,6,2024-09-22,2602,Suffolk University,Oklahoma,39.4,119,1025
88685,3.7,Online Ad,4,2024-10-08,2184,Suffolk University,Florida,50.9,171,1112
88387,3,Online Ad,7,2024-10-21,999,East Carolina University Center for Survey Research,Virginia,48.6,131,485
88354,2.6,Online Panel,10,2024-10-17,3267,AtlasIntel,Tennessee,49,190,1602
88532,2.7,Live Phone,8,2024-08-08,1666,University of Massachusetts Lowell Center for Public Opinion/YouGov,Wisconsin,53.9,182,898
88502,2.6,Live Phone,5,2024-09-22,2573,Christopher Newport University Wason Center for Civic Leadership,Ohio,35.8,174,921
88630,3.1,Mixed Voting,9,2024-09-04,1691,YouGov/Center for Working Class Politics,Kentucky,48,148,812
88620,3.2,Online Ad,5,2024-08-07,3127,Marist College,Arkansas,37,163,1157
88872,4,Mixed Voting,5,2024-10-11,2365,High Point University Survey Research Center,Alaska,37.2,143,879
88742,3.2,Mixed Voting,7,2024-08-05,2052,Selzer & Co.,New Jersey,46.2,86,948
88349,3.1,Live Phone,9,2024-09-26,2081,YouGov,South Dakota,41.3,101,860
88424,2.8,Online Panel,6,2024-09-20,1578,The Washington Post,New York,37.5,145,592
88826,3.3,Online Panel,5,2024-07-29,3194,Mason-Dixon Polling & Strategy,Wisconsin,40,119,1277
88005,2.8,Live Phone,6,2024-08-28,2583,The Washington Post/George Mason University Schar School of Policy and Government,Montana,53.7,115,1386
88952,3.2,Live Phone,4,2024-09-20,1906,Remington Research Group,California,53.8,110,1025
88519,3.3,Live Phone,9,2024-08-11,1539,Public Policy Institute of California,Hawaii,40.4,117,622
88632,3.4,Online Panel,6,2024-08-11,2652,Roanoke College Institute for Policy and Opinion Research,Wisconsin,51.9,184,1377
88272,3.2,Mixed Voting,8,2024-10-23,573,YouGov,New Hampshire,42.5,196,244
88414,2.7,Mixed Voting,9,2024-07-30,623,MassINC Polling Group,Colorado,52.7,130,328
88759,3.2,Mixed Voting,5,2024-07-28,1832,High Point University Survey Research Center,Indiana,54.3,175,995
88093,3.1,Online Panel,7,2024-10-16,768,East Carolina University Center for Survey Research,Florida,47.7,190,366
88070,4,Online Panel,9,2024-07-31,530,Remington Research Group,Hawaii,53.1,115,282
88079,2.9,Online Panel,10,2024-08-22,2839,CNN/SSRS,Arizona,40.1,181,1137
88634,2.8,Live Phone,6,2024-08-16,522,The Washington Post,Iowa,44.4,162,232
88919,3.1,Online Ad,8,2024-08-01,1869,High Point University Survey Research Center,Virginia,50.1,124,936
88463,3.4,Live Phone,8,2024-09-11,2076,Winthrop University Center for Public Opinion & Policy Research,Montana,46.1,135,957
88423,3.4,Live Phone,6,2024-09-21,2616,Siena College,Kentucky,49.6,138,1299
88397,2.6,Mixed Voting,8,2024-08-20,3273,Elon University,Oregon,38,135,1243
88008,2.9,Live Phone,6,2024-09-18,2864,Emerson College,Ohio,47.2,189,1350
88234,2.5,Mixed Voting,10,2024-10-11,2621,High Point University Survey Research Center,Georgia,41.5,200,1088
88171,2.6,Online Panel,9,2024-09-21,3106,CNN/SSRS,North Carolina,42.4,171,1318
88256,3.1,Online Ad,7,2024-09-15,3109,Remington Research Group,Florida,45.4,88,1410
88715,3.7,Mixed Voting,9,2024-09-16,909,YouGov Blue,Hawaii,48.8,113,444
88958,2.9,Live Phone,8,2024-08-28,2903,Winthrop University Center for Public Opinion & Policy Research,North Dakota,46.5,193,1351
88369,3.9,Online Panel,10,2024-08-12,944,Mason-Dixon Polling & Strategy,Hawaii,47.8,104,451
88841,2.6,Online Panel,7,2024-10-21,3492,YouGov,National,47.5,170,1658
88529,3.5,Mixed Voting,8,2024-07-17,3077,CNN/SSRS,Colorado,35.5,162,1091
88799,3.7,Online Ad,4,2024-10-22,2665,Winthrop University Center for Public Opinion & Policy Research,Oregon,42.6,89,1135
88128,3.5,Mixed Voting,5,2024-08-05,3379,The Washington Post/George Mason University Schar School of Policy and Government,Pennsylvania,47.7,107,1611
88739,3.4,Online Panel,4,2024-10-22,1688,University of California Berkeley Institute of Governmental Studies,Missouri,53,112,895
88560,3.3,Mixed Voting,9,2024-07-22,991,Marist College,Arkansas,46.2,95,458
88155,3.2,Live Phone,5,2024-07-29,3280,University of Massachusetts Lowell Center for Public Opinion/YouGov,Oregon,41.6,101,1363
88230,2.6,Online Ad,9,2024-10-10,601,Data Orbital,Wisconsin,48.8,112,293
88770,3.3,Live Phone,6,2024-08-26,1954,Marist College,Pennsylvania,51.7,181,1010
88785,3.9,Online Ad,9,2024-08-22,3080,Remington Research Group,North Carolina,45,195,1385
88636,3,Online Panel,8,2024-08-30,1987,Christopher Newport University Wason Center for Civic Leadership,Tennessee,49.8,126,990
88950,3.9,Mixed Voting,4,2024-08-11,1025,YouGov Blue,Texas,52.4,129,537
88182,3.1,Online Ad,8,2024-07-21,3120,Public Policy Institute of California,District of Columbia,40.2,161,1255
88855,3.9,Live Phone,5,2024-09-13,923,Mason-Dixon Polling & Strategy,Alabama,38.5,160,355
88309,2.8,Mixed Voting,7,2024-09-30,3435,Mason-Dixon Polling & Strategy,Montana,50.4,100,1730
88566,2.9,Online Ad,7,2024-09-05,1270,University of New Hampshire Survey Center,Hawaii,47.7,177,606
88748,2.5,Online Ad,7,2024-08-09,1713,CNN/SSRS,Kentucky,36.4,198,624
88099,3.8,Mixed Voting,10,2024-09-07,2756,SurveyUSA,Wisconsin,53.2,103,1467
88303,2.7,Live Phone,4,2024-10-22,461,YouGov/Center for Working Class Politics,Kansas,50.7,110,234
88123,2.9,Live Phone,4,2024-09-11,2847,University of California Berkeley Institute of Governmental Studies,Colorado,45.2,183,1286
88056,2.6,Mixed Voting,9,2024-07-19,2836,University of North Florida Public Opinion Research Lab,Arizona,46.9,130,1331
88271,2.7,Online Ad,4,2024-10-01,2147,The Washington Post/George Mason University Schar School of Policy and Government,Minnesota,47.7,177,1023
88021,3.5,Mixed Voting,8,2024-10-21,488,Remington Research Group,North Carolina,36.4,170,178
88944,3.5,Mixed Voting,6,2024-10-19,1169,High Point University Survey Research Center,Vermont,40.5,179,474
88957,3.3,Live Phone,5,2024-09-22,3230,AtlasIntel,Wyoming,52.3,113,1690
88074,4,Live Phone,4,2024-07-21,2239,Beacon Research/Shaw & Company Research,Utah,39,132,872
88372,3.6,Mixed Voting,8,2024-08-20,1088,Winthrop University Center for Public Opinion & Policy Research,Rhode Island,42.5,119,463
88405,2.8,Online Ad,4,2024-09-16,402,MassINC Polling Group,Montana,43.4,161,174
88417,3.2,Mixed Voting,7,2024-07-21,1974,Mason-Dixon Polling & Strategy,Hawaii,54.4,87,1074
88871,2.6,Online Panel,9,2024-09-05,2726,Mason-Dixon Polling & Strategy,Tennessee,51.5,87,1404
88110,3,Online Ad,5,2024-09-15,765,University of California Berkeley Institute of Governmental Studies,Missouri,41.9,177,321
88705,4,Online Ad,5,2024-09-01,730,East Carolina University Center for Survey Research,Maryland,48.3,173,352
88049,3.4,Live Phone,4,2024-07-21,696,Muhlenberg College Institute of Public Opinion,Kentucky,51,159,355
88574,2.7,Online Panel,6,2024-08-10,1417,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Florida,36.4,97,515
88600,2.8,Live Phone,8,2024-10-08,2045,The Washington Post,Kentucky,38.3,142,784
88728,2.8,Mixed Voting,5,2024-09-06,2142,MassINC Polling Group,Georgia,40.7,174,871
88023,3.7,Mixed Voting,6,2024-09-21,1108,University of California Berkeley Institute of Governmental Studies,Indiana,51.7,119,572
88367,2.8,Online Panel,10,2024-09-08,1235,Muhlenberg College Institute of Public Opinion,Montana,44.1,129,544
88722,3.2,Live Phone,5,2024-09-29,2916,Quinnipiac University,Missouri,46.5,179,1356
88631,3.6,Mixed Voting,4,2024-09-19,1188,MassINC Polling Group,Virginia,42.6,91,506
88522,3.1,Mixed Voting,6,2024-09-14,561,Public Policy Institute of California,New York,50.3,190,282
88995,2.8,Online Panel,8,2024-10-18,2412,The Washington Post/George Mason University Schar School of Policy and Government,Kansas,43.2,149,1041
88410,3.1,Online Ad,6,2024-10-31,304,Data Orbital,Maryland,39.9,124,121
88479,3.1,Mixed Voting,6,2024-08-25,2182,Selzer & Co.,Kansas,52.1,156,1137
88072,2.8,Online Panel,4,2024-08-27,570,Christopher Newport University Wason Center for Civic Leadership,New York,51.2,164,292
88923,3.9,Mixed Voting,10,2024-08-15,3300,Marist College,Arizona,36.8,175,1216
88065,3.3,Mixed Voting,4,2024-10-02,444,University of Massachusetts Lowell Center for Public Opinion/YouGov,Vermont,49.4,155,219
88349,4,Online Panel,4,2024-08-02,3337,University of North Florida Public Opinion Research Lab,Georgia,36.5,92,1219
88133,2.7,Online Panel,6,2024-09-26,2355,The New York Times/Siena College,Massachusetts,37.9,115,892
88658,3.9,Mixed Voting,9,2024-10-07,849,CNN/SSRS,Indiana,53.7,162,456
88102,3.9,Live Phone,6,2024-08-24,2488,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Arkansas,40,117,996
88676,3.9,Live Phone,7,2024-10-07,1380,Emerson College,Pennsylvania,53.8,196,743
88794,3.5,Online Panel,7,2024-08-16,1242,The Washington Post/George Mason University Schar School of Policy and Government,New Jersey,47.3,130,587
88495,2.7,Mixed Voting,7,2024-09-03,3303,University of New Hampshire Survey Center,Nebraska,48.5,174,1600
88225,3.8,Mixed Voting,6,2024-10-21,1676,Quinnipiac University,Nevada,42.2,138,707
88383,3.1,Online Panel,5,2024-10-09,3216,Beacon Research/Shaw & Company Research,Colorado,44.8,188,1439
88395,2.6,Live Phone,8,2024-09-21,1617,University of North Florida Public Opinion Research Lab,Virginia,41.2,189,666
88712,2.5,Live Phone,9,2024-08-16,1424,SurveyUSA,Mississippi,51.9,91,739
88752,3.4,Live Phone,9,2024-08-28,701,University of New Hampshire Survey Center,Hawaii,44.1,125,309
88571,2.9,Live Phone,6,2024-08-19,2540,Marquette University Law School,Georgia,35.3,150,897
88747,3.3,Live Phone,9,2024-07-15,1722,High Point University Survey Research Center,Ohio,50.8,91,874
88548,2.7,Live Phone,5,2024-10-04,3419,Siena College,Hawaii,46.8,164,1599
88504,2.8,Online Panel,6,2024-08-26,1387,Selzer & Co.,North Dakota,42.6,95,591
88559,3.9,Online Ad,10,2024-09-19,1960,YouGov,Florida,53.7,112,1053
88045,3.2,Online Panel,4,2024-10-23,1922,CNN/SSRS,Mississippi,46.1,150,885
88137,2.5,Online Panel,9,2024-09-17,1974,The New York Times/Siena College,Maine,48.5,93,957
88836,2.7,Mixed Voting,10,2024-10-14,2306,Siena College,Missouri,50.6,117,1167
88122,3.3,Online Panel,4,2024-08-30,2608,The New York Times/Siena College,Nebraska,41.7,140,1087
88938,3.9,Online Ad,9,2024-08-30,2886,AtlasIntel,Vermont,47.6,168,1373
88787,2.7,Live Phone,6,2024-10-18,3145,SurveyUSA,District of Columbia,43.1,92,1357
88468,3.5,Mixed Voting,5,2024-09-13,1409,Siena College,Alabama,46.7,101,658
88099,3.4,Online Ad,7,2024-09-06,1465,Suffolk University,Florida,49.6,124,727
88895,3.7,Online Panel,7,2024-08-20,1315,AtlasIntel,Missouri,37,150,487
88639,3.9,Online Panel,10,2024-10-13,1799,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Texas,38.8,127,699
88945,4,Online Panel,6,2024-10-31,2902,CNN/SSRS,South Dakota,39.1,136,1136
88294,3,Online Ad,10,2024-09-12,1832,Marist College,District of Columbia,41.1,179,753
88780,2.8,Mixed Voting,6,2024-08-12,2060,Mason-Dixon Polling & Strategy,North Carolina,52.8,104,1087
88277,3.8,Online Panel,6,2024-08-20,1451,Elon University,Nebraska,50.1,152,727
88618,3.1,Live Phone,6,2024-10-19,357,Data Orbital,Washington,47.3,199,169
88196,3.5,Online Panel,6,2024-09-07,2232,The Washington Post,New Hampshire,51.3,90,1145
88797,3,Online Ad,9,2024-07-26,2810,High Point University Survey Research Center,Nevada,49.4,171,1387
88036,3.4,Online Ad,5,2024-09-22,1485,High Point University Survey Research Center,New York,43.5,148,646
88482,3.8,Mixed Voting,10,2024-07-19,759,University of Massachusetts Lowell Center for Public Opinion/YouGov,Alaska,38.9,195,295
88577,3.2,Live Phone,10,2024-08-21,1629,SurveyUSA/High Point University Survey Research Center,Wisconsin,42,123,684
88416,3.8,Online Panel,7,2024-08-28,1025,High Point University Survey Research Center,Arizona,45.4,191,465
88861,3.2,Live Phone,10,2024-07-17,2247,Winthrop University Center for Public Opinion & Policy Research,Alabama,45.5,193,1022
88652,3.5,Online Panel,8,2024-08-03,1329,Muhlenberg College Institute of Public Opinion,North Carolina,47.8,85,635
88125,2.6,Live Phone,9,2024-08-04,2368,University of California Berkeley Institute of Governmental Studies,Wyoming,40.1,150,948
88620,4,Mixed Voting,5,2024-08-05,2337,Suffolk University,South Dakota,43.3,89,1013
88482,3.3,Online Ad,7,2024-08-05,3286,University of New Hampshire Survey Center,Oklahoma,47.6,164,1565
88207,2.5,Mixed Voting,9,2024-08-03,1149,Mason-Dixon Polling & Strategy,North Carolina,36.8,117,423
88639,3.9,Online Panel,9,2024-08-09,2100,Roanoke College Institute for Policy and Opinion Research,Alaska,39.1,145,822
88702,3.5,Online Panel,6,2024-09-24,1071,Muhlenberg College Institute of Public Opinion,Wisconsin,42.4,132,454
88179,3.5,Online Panel,10,2024-07-30,1374,Suffolk University,Maine,47.1,171,647
88663,3,Online Ad,8,2024-08-03,1026,University of Massachusetts Lowell Center for Public Opinion/YouGov,Kentucky,39.3,185,403
88758,3.5,Live Phone,9,2024-10-21,1566,Data Orbital,California,50.9,157,797
88962,3.3,Online Ad,5,2024-09-04,1253,The New York Times/Siena College,Oregon,45,156,563
88515,3,Mixed Voting,5,2024-09-13,2535,Suffolk University,Virginia,53.7,153,1362
88990,2.6,Live Phone,6,2024-10-18,891,Christopher Newport University Wason Center for Civic Leadership,Tennessee,36,160,320
88790,2.6,Online Panel,9,2024-10-29,1488,University of California Berkeley Institute of Governmental Studies,Missouri,40.9,99,608
88328,3.1,Online Ad,4,2024-08-30,3335,The New York Times/Siena College,South Dakota,40.5,175,1352
88382,3.2,Online Ad,10,2024-07-27,3076,YouGov Blue,New Jersey,40.4,107,1242
88005,3.2,Live Phone,8,2024-09-04,515,University of California Berkeley Institute of Governmental Studies,Hawaii,40.9,180,210
88284,2.8,Online Panel,9,2024-09-08,1058,CNN/SSRS,Indiana,40.6,138,429
88922,3.7,Mixed Voting,9,2024-08-10,1909,YouGov/Center for Working Class Politics,Pennsylvania,38.5,104,735
88433,4,Online Ad,7,2024-10-26,3070,Quinnipiac University,Oklahoma,38.5,166,1182
88395,2.8,Online Panel,10,2024-10-04,2989,Siena College,California,44.2,168,1320
88259,3.6,Live Phone,5,2024-08-16,3093,SurveyUSA,New York,36.7,125,1135
88060,3.9,Live Phone,10,2024-09-22,1250,Remington Research Group,Oklahoma,53.8,192,672
88243,3,Online Panel,6,2024-10-07,2365,Marist College,Louisiana,54.5,142,1289
88465,2.7,Mixed Voting,4,2024-08-13,1704,Suffolk University,Idaho,51.6,172,880
88369,3.8,Online Ad,7,2024-07-15,1983,SurveyUSA,California,45.3,98,899
88929,3.4,Online Ad,4,2024-09-25,818,Public Policy Institute of California,Delaware,54,129,442
88847,2.6,Mixed Voting,7,2024-09-04,1765,Siena College,Missouri,40.4,109,713
88277,2.8,Mixed Voting,4,2024-09-02,1656,East Carolina University Center for Survey Research,Illinois,39.3,128,650
88626,3.1,Mixed Voting,5,2024-10-15,1382,Emerson College,Tennessee,37.8,124,522
88823,2.7,Online Ad,4,2024-09-20,497,East Carolina University Center for Survey Research,Iowa,53.7,163,267
88085,2.9,Mixed Voting,7,2024-09-30,3108,East Carolina University Center for Survey Research,Florida,51.5,93,1601
88390,2.9,Mixed Voting,4,2024-09-14,1790,East Carolina University Center for Survey Research,Oregon,38.9,99,696
88019,3,Mixed Voting,4,2024-09-24,720,East Carolina University Center for Survey Research,Illinois,36.9,96,266
88551,3.1,Mixed Voting,5,2024-07-16,578,Winthrop University Center for Public Opinion & Policy Research,Delaware,47,193,272
88049,3.6,Mixed Voting,8,2024-10-26,2316,SurveyUSA,California,48.7,93,1129
88224,2.5,Live Phone,5,2024-07-26,775,Mason-Dixon Polling & Strategy,Texas,38.8,125,301
88396,3.4,Online Panel,9,2024-10-24,3372,The Washington Post,Connecticut,52.6,165,1774
88688,2.9,Online Ad,6,2024-08-18,652,Remington Research Group,Arizona,42.4,156,276
88487,2.6,Online Panel,9,2024-10-13,1596,Remington Research Group,New Jersey,36.7,88,586
88880,3.8,Online Ad,10,2024-07-15,324,Remington Research Group,Illinois,45.4,122,147
88431,2.8,Online Panel,4,2024-09-14,3088,Data Orbital,Washington,50.1,86,1548
88745,3.7,Online Ad,6,2024-10-20,2940,Christopher Newport University Wason Center for Civic Leadership,Georgia,46.4,92,1364
88792,3.4,Online Ad,4,2024-08-12,1510,Remington Research Group,Mississippi,48.3,141,729
88302,3.7,Mixed Voting,8,2024-10-29,1470,Emerson College,Alaska,36,182,530
88229,3.4,Mixed Voting,10,2024-10-01,3323,Marquette University Law School,West Virginia,37.6,91,1248
88874,3.9,Live Phone,4,2024-10-08,2699,The Washington Post/George Mason University Schar School of Policy and Government,Louisiana,50.6,96,1366
88620,3.7,Live Phone,10,2024-09-08,3473,Suffolk University,Illinois,38.3,111,1329
88216,2.7,Online Panel,6,2024-09-14,1491,Marquette University Law School,Kentucky,54.7,102,816
88792,3.2,Online Panel,9,2024-07-24,1568,YouGov Blue,Rhode Island,42.5,126,666
88085,3.9,Mixed Voting,10,2024-07-17,2871,High Point University Survey Research Center,Montana,46.9,143,1346
88609,3.2,Mixed Voting,9,2024-07-31,2903,AtlasIntel,Georgia,38.2,154,1108
88577,3.7,Live Phone,8,2024-08-24,2443,Data Orbital,Minnesota,42,200,1025
88765,3.3,Online Panel,6,2024-08-13,1912,Public Policy Institute of California,National,46.7,155,892
88765,2.8,Live Phone,5,2024-08-07,1610,Mason-Dixon Polling & Strategy,Iowa,45.1,96,727
88322,4,Live Phone,5,2024-10-05,902,Siena College,Montana,47.4,193,427
88506,3.6,Online Ad,6,2024-08-09,792,University of North Florida Public Opinion Research Lab,Pennsylvania,39.4,183,312
88259,3,Mixed Voting,6,2024-08-01,2944,Siena College,Nebraska,39.8,200,1170
88666,3.5,Online Ad,7,2024-10-23,2995,CNN/SSRS,Alaska,43.1,161,1291
88610,3.3,Mixed Voting,5,2024-08-27,330,Marquette University Law School,Colorado,54.2,138,179
88033,3.5,Online Panel,9,2024-09-23,2827,High Point University Survey Research Center,Maine,48.4,169,1369
88289,3.5,Mixed Voting,7,2024-08-22,1443,SurveyUSA,West Virginia,38,153,548
88713,3.3,Online Panel,6,2024-07-23,3167,Muhlenberg College Institute of Public Opinion,Kentucky,54.1,176,1712
88569,3,Online Panel,8,2024-10-19,3424,SurveyUSA/High Point University Survey Research Center,North Dakota,50.1,188,1714
88713,3.6,Online Ad,4,2024-09-21,2733,University of California Berkeley Institute of Governmental Studies,National,39.4,168,1077
88240,2.7,Online Ad,4,2024-08-03,2506,Muhlenberg College Institute of Public Opinion,Arizona,35.1,119,878
88081,2.9,Online Panel,7,2024-08-22,1575,The New York Times/Siena College,Alabama,36.7,116,578
88168,3,Live Phone,10,2024-10-20,1279,Mason-Dixon Polling & Strategy,North Dakota,42.2,107,540
